Week,Date,Shipper,BU,Orders,OLs,Volume,OL/Order,VOL/Order
202408,2-22-24,13,2072,2,2,0.06,1,0.029
202408,2-22-24,13,2074,7,17,0.36,2.4,0.052
202408,2-22-24,13,2098,3,4,0.37,1.3,0.123
202408,2-22-24,62,2169,2,8,0.05,4,0.025
202408,2-22-24,62,2223,21,189,5.28,9,0.252
202408,2-22-24,62,2224,23,313,11.63,13.6,0.506
202408,2-22-24,13,2290,4,9,0.27,2.3,0.068
202408,2-22-24,13,2332,81,"1,257",40.3,15.5,0.498
202408,2-22-24,13,2333,3,9,0.81,3,0.271
202408,2-22-24,13,2353,2,3,0.16,1.5,0.08
202408,2-22-24,62,2428,8,33,0.51,4.1,0.063
202408,2-22-24,62,2430,5,10,1.14,2,0.227
202408,2-22-24,62,2432,10,26,0.61,2.6,0.061
202408,2-22-24,13,2497,5,9,0.45,1.8,0.089
202408,2-22-24,62,2518,12,34,1.36,2.8,0.114
202408,2-22-24,62,2520,19,43,1.68,2.3,0.088
202408,2-22-24,62,2547,7,23,0.43,3.3,0.061
202408,2-22-24,62,2578,12,57,1.01,4.8,0.085
202408,2-22-24,62,2606,4,9,0.12,2.3,0.03
202408,2-22-24,13,2630,56,109,1.36,1.9,0.024
202408,2-22-24,62,2652,1,1,0.02,1,0.022
202408,2-22-24,13,2685,13,41,1.68,3.2,0.13
202408,2-22-24,13,2729,396,"1,052",13.82,2.7,0.035
202408,2-22-24,13,2733,1,2,0.04,2,0.037
202408,2-22-24,13,2734,4,12,0.13,3,0.032
202408,2-22-24,13,2740,1,3,0.03,3,0.03
202408,2-22-24,13,2757,5,5,0.17,1,0.035
202408,2-22-24,62,2759,4,9,0.08,2.3,0.019
202408,2-22-24,62,2785,177,"1,213",116.61,6.9,0.659
202408,2-22-24,62,2810,5,8,0.09,1.6,0.018
202408,2-22-24,13,2848,90,273,2.74,3,0.03
202408,2-22-24,13,2928,88,243,9.92,2.8,0.113
202408,2-22-24,13,1844,5,11,1.64,2.2,0.328
202408,2-23-24,13,1601,10,71,2.94,7.1,0.294
202408,2-23-24,13,2928,85,219,11.5,2.6,0.135
202408,2-23-24,13,1846,3,16,1.96,5.3,0.653
202408,2-23-24,13,1994,4,11,0.12,2.8,0.031
202408,2-23-24,13,2072,3,24,0.4,8,0.132
202408,2-23-24,13,2074,5,8,0.39,1.6,0.078
202408,2-23-24,62,2169,5,22,0.83,4.4,0.165
202408,2-23-24,62,2223,13,63,3.06,4.8,0.235
202408,2-23-24,62,2224,31,389,13.52,12.5,0.436
202408,2-23-24,13,2290,3,12,0.13,4,0.045
202408,2-23-24,13,2332,79,"1,153",41.47,14.6,0.525
202408,2-23-24,13,2333,1,1,0.01,1,0.011
202408,2-23-24,13,2353,2,4,0.1,2,0.05
202408,2-23-24,62,2428,1,2,0.22,2,0.216
202408,2-23-24,62,2430,13,39,1.88,3,0.145
202408,2-23-24,62,2432,7,16,0.81,2.3,0.116
202408,2-23-24,13,2497,11,35,0.91,3.2,0.082
202408,2-23-24,62,2518,8,15,0.4,1.9,0.05
202408,2-23-24,62,2520,16,29,1.16,1.8,0.072
202408,2-23-24,62,2547,11,27,1.04,2.5,0.094
202408,2-23-24,62,2578,8,38,0.37,4.8,0.047
202408,2-23-24,62,2606,4,13,0.21,3.3,0.053
202408,2-23-24,13,2630,44,72,0.81,1.6,0.018
202408,2-23-24,13,2685,10,24,1.41,2.4,0.141
202408,2-23-24,13,2729,350,899,12.59,2.6,0.036
202408,2-23-24,13,2733,2,8,0.16,4,0.082
202408,2-23-24,13,2734,5,21,0.31,4.2,0.061
202408,2-23-24,13,2739,1,3,0.06,3,0.06
202408,2-23-24,13,2757,4,17,0.11,4.3,0.028
202408,2-23-24,62,2759,4,20,0.12,5,0.03
202408,2-23-24,62,2785,186,"2,109",115.04,11.3,0.618
202408,2-23-24,62,2810,3,12,0.08,4,0.026
202408,2-23-24,13,2848,100,230,2.67,2.3,0.027
202408,2-23-24,13,1844,6,78,5.99,13,0.998
202408,2-24-24,13,1601,8,66,3.17,8.3,0.396
202408,2-24-24,13,2928,117,345,21.68,2.9,0.185
202408,2-24-24,13,1846,3,43,1.95,14.3,0.65
202408,2-24-24,13,1994,7,17,0.57,2.4,0.082
202408,2-24-24,13,2072,4,15,0.24,3.8,0.061
202408,2-24-24,13,2074,5,11,0.22,2.2,0.044
202408,2-24-24,13,2098,3,23,0.18,7.7,0.061
202408,2-24-24,62,2223,31,420,11.3,13.5,0.365
202408,2-24-24,62,2224,38,330,11.53,8.7,0.303
202408,2-24-24,13,2290,5,11,0.09,2.2,0.018
202408,2-24-24,13,2332,106,"1,191",56.29,11.2,0.531
202408,2-24-24,13,2333,3,10,0.13,3.3,0.044
202408,2-24-24,62,2428,6,24,0.65,4,0.109
202408,2-24-24,62,2430,6,17,0.38,2.8,0.064
202408,2-24-24,62,2432,6,33,0.3,5.5,0.05
202408,2-24-24,13,2497,12,20,0.75,1.7,0.063
202408,2-24-24,62,2518,9,14,0.7,1.6,0.077
202408,2-24-24,62,2520,16,89,1.67,5.6,0.105
202408,2-24-24,62,2547,11,58,2.06,5.3,0.187
202408,2-24-24,62,2578,9,40,0.38,4.4,0.043
202408,2-24-24,62,2606,8,14,0.4,1.8,0.05
202408,2-24-24,13,2630,71,158,1.77,2.2,0.025
202408,2-24-24,13,2685,4,10,0.45,2.5,0.113
202408,2-24-24,13,2729,415,"1,109",14.87,2.7,0.036
202408,2-24-24,13,2734,1,1,0.05,1,0.048
202408,2-24-24,13,2740,1,1,0.02,1,0.023
202408,2-24-24,13,2757,1,1,0,1,0.002
202408,2-24-24,62,2759,6,13,0.3,2.2,0.051
202408,2-24-24,62,2785,234,"1,743",134.76,7.4,0.576
202408,2-24-24,62,2810,2,11,0.09,5.5,0.046
202408,2-24-24,13,2848,111,318,3.45,2.9,0.031
202408,2-24-24,13,1844,2,19,1.51,9.5,0.756
202409,2-25-24,13,1601,8,59,4.16,7.4,0.52
202409,2-25-24,13,2928,133,348,15.32,2.6,0.115
202409,2-25-24,13,1845,1,14,0.55,14,0.549
202409,2-25-24,13,1846,2,13,1.36,6.5,0.682
202409,2-25-24,13,1994,9,28,1.21,3.1,0.134
202409,2-25-24,13,2072,6,30,0.43,5,0.071
202409,2-25-24,13,2074,6,29,0.59,4.8,0.098
202409,2-25-24,13,2098,4,8,2.75,2,0.688
202409,2-25-24,62,2169,7,46,1.41,6.6,0.202
202409,2-25-24,62,2223,28,173,8.74,6.2,0.312
202409,2-25-24,62,2224,45,545,17.62,12.1,0.392
202409,2-25-24,13,2290,4,9,0.14,2.3,0.036
202409,2-25-24,13,2332,98,"1,038",43.33,10.6,0.442
202409,2-25-24,13,2333,8,15,0.55,1.9,0.069
202409,2-25-24,62,2428,7,33,0.66,4.7,0.094
202409,2-25-24,62,2430,12,71,2.62,5.9,0.218
202409,2-25-24,62,2432,8,27,0.29,3.4,0.037
202409,2-25-24,13,2497,8,10,0.34,1.3,0.042
202409,2-25-24,62,2518,12,48,0.72,4,0.06
202409,2-25-24,62,2520,19,47,1.66,2.5,0.088
202409,2-25-24,62,2547,10,24,0.43,2.4,0.043
202409,2-25-24,62,2578,14,48,0.94,3.4,0.067
202409,2-25-24,62,2606,1,1,0.04,1,0.04
202409,2-25-24,13,2630,73,150,2.1,2.1,0.029
202409,2-25-24,62,2652,2,5,0.08,2.5,0.04
202409,2-25-24,13,2685,14,58,2.98,4.1,0.213
202409,2-25-24,13,2729,507,"1,345",16.12,2.7,0.032
202409,2-25-24,13,2733,1,1,0.14,1,0.139
202409,2-25-24,13,2734,5,10,0.26,2,0.053
202409,2-25-24,13,2740,1,1,0.05,1,0.047
202409,2-25-24,13,2757,5,11,0.11,2.2,0.023
202409,2-25-24,62,2759,4,9,0.2,2.3,0.051
202409,2-25-24,62,2785,313,"2,758",197.85,8.8,0.632
202409,2-25-24,62,2810,4,14,0.26,3.5,0.064
202409,2-25-24,13,2848,160,383,4.86,2.4,0.03
202409,2-25-24,13,1844,7,60,4.47,8.6,0.639
202409,2-26-24,13,1601,3,7,0.47,2.3,0.158
202409,2-26-24,13,2928,71,233,10.18,3.3,0.143
202409,2-26-24,13,1846,4,22,1.25,5.5,0.312
202409,2-26-24,13,1994,5,12,0.34,2.4,0.069
202409,2-26-24,13,2072,1,2,0.04,2,0.044
202409,2-26-24,13,2074,7,23,0.99,3.3,0.141
202409,2-26-24,13,2098,3,3,0.18,1,0.06
202409,2-26-24,62,2169,10,34,0.85,3.4,0.085
202409,2-26-24,62,2223,23,147,6.2,6.4,0.27
202409,2-26-24,62,2224,17,77,4.33,4.5,0.255
202409,2-26-24,13,2290,1,5,0.08,5,0.078
202409,2-26-24,13,2332,65,631,30.29,9.7,0.466
202409,2-26-24,13,2333,4,10,0.13,2.5,0.033
202409,2-26-24,13,2353,2,3,0.09,1.5,0.044
202409,2-26-24,62,2428,9,28,0.45,3.1,0.05
202409,2-26-24,62,2430,2,3,0.15,1.5,0.074
202409,2-26-24,62,2432,8,29,0.36,3.6,0.045
202409,2-26-24,13,2497,6,28,1.75,4.7,0.292
202409,2-26-24,62,2518,4,13,0.09,3.3,0.023
202409,2-26-24,62,2520,11,55,1.32,5,0.12
202409,2-26-24,62,2547,12,40,0.94,3.3,0.079
202409,2-26-24,62,2578,4,13,0.26,3.3,0.065
202409,2-26-24,62,2606,3,3,0.07,1,0.022
202409,2-26-24,13,2630,59,106,1.18,1.8,0.02
202409,2-26-24,13,2685,3,11,0.06,3.7,0.021
202409,2-26-24,13,2729,340,896,11.24,2.6,0.033
202409,2-26-24,13,2733,2,2,0.11,1,0.057
202409,2-26-24,13,2734,3,3,0.05,1,0.015
202409,2-26-24,13,2739,1,2,0.23,2,0.23
202409,2-26-24,13,2757,7,15,0.12,2.1,0.017
202409,2-26-24,62,2759,3,13,0.16,4.3,0.053
202409,2-26-24,62,2785,191,"2,240",124.22,11.7,0.65
202409,2-26-24,13,2848,78,173,2.26,2.2,0.029
202409,2-26-24,13,1844,2,12,0.33,6,0.167
